,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
42,1.2215900214133578e-22,1.223545195280341e-22,1.2293935957570512e-22,1.2390839933669201e-22,1.2525314516190139e-22,1.2696179943114498e-22,1.290193536531779e-22,1.314077075778686e-22,1.3410581385823894e-22,1.3708984763681303e-22,1.4033340028947895e-22,1.438076963565161e-22,1.4748183250956953e-22,1.5132303716075975e-22,1.5529694910588427e-22,1.5936791332283845e-22,1.6349929181440878e-22,1.6765378710514372e-22,1.7179377577571972e-22,1.7588164915636974e-22,1.7988015810874075e-22,1.837527586107527e-22,1.8746395473051888e-22,1.9097963543630281e-22,1.9426740165128648e-22,1.9729687992223468e-22,2.000400191429008e-22,2.024713668477606e-22,2.045683217828315e-22,2.063113596532385e-22,2.0768422925504785e-22,2.0867411650116237e-22,2.0927177426032943e-22,2.0947161631906176e-22,2.0927177426032943e-22,2.0867411650116237e-22,2.0768422925504785e-22,2.063113596532385e-22,2.045683217828315e-22,2.0247136684776062e-22,2.000400191429008e-22,1.972968799222347e-22,1.9426740165128648e-22,1.9097963543630281e-22,1.874639547305189e-22,1.8375275861075272e-22,1.7988015810874077e-22,1.7588164915636977e-22,1.7179377577571974e-22,1.6765378710514372e-22,1.6349929181440878e-22,1.5936791332283845e-22,1.5529694910588427e-22,1.5132303716075978e-22,1.4748183250956953e-22,1.438076963565161e-22,1.4033340028947895e-22,1.3708984763681303e-22,1.3410581385823896e-22,1.3140770757786863e-22,1.2901935365317793e-22,1.26961799431145e-22,1.252531451619014e-22,1.2390839933669204e-22,1.2293935957570515e-22,1.223545195280341e-22,1.221590021413358e-22
43,1.9359251946791296e-22,1.9390369541564651e-22,1.9483449982497373e-22,1.9637678364558376e-22,1.9851703587997757e-22,2.0123648947462976e-22,2.0451126905252126e-22,2.0831257996617175e-22,2.126069379233466e-22,2.173564382452404e-22,2.225190635288928e-22,2.280490282290601e-22,2.338971583199022e-22,2.4001130387834627e-22,2.463367820188307e-22,2.528168472463358e-22,2.5939318584989584e-22,2.660064305835546e-22,2.725966914419727e-22,2.791040979927082e-22,2.8546934833810387e-22,2.916342595122459e-22,2.9754231382785737e-22,3.0313919554455784e-22,3.0837331208097968e-22,3.131962940120782e-22,3.17563468117752e-22,3.2143429795421406e-22,3.2477278663377703e-22,3.2754783689638267e-22,3.2973356395604504e-22,3.3130955718094857e-22,3.3226108722734738e-22,3.3257925596684465e-22,3.3226108722734738e-22,3.3130955718094857e-22,3.297335639560451e-22,3.2754783689638267e-22,3.2477278663377703e-22,3.2143429795421406e-22,3.17563468117752e-22,3.131962940120782e-22,3.0837331208097968e-22,3.0313919554455784e-22,2.9754231382785737e-22,2.916342595122459e-22,2.8546934833810387e-22,2.7910409799270827e-22,2.7259669144197275e-22,2.660064305835546e-22,2.5939318584989584e-22,2.528168472463358e-22,2.463367820188307e-22,2.4001130387834627e-22,2.338971583199022e-22,2.2804902822906014e-22,2.225190635288928e-22,2.1735643824524046e-22,2.1260693792334663e-22,2.0831257996617178e-22,2.045112690525213e-22,2.012364894746298e-22,1.985170358799776e-22,1.963767836455838e-22,1.9483449982497373e-22,1.9390369541564656e-22,1.9359251946791296e-22
44,3.06251023077005e-22,3.067454655406939e-22,3.0822446800970056e-22,3.10675089361747e-22,3.140758731239496e-22,3.18397015180703e-22,3.2360059780397564e-22,3.2964088915670493e-22,3.3646470716373286e-22,3.4401184624466245e-22,3.5221556504924577e-22,3.610031328285062e-22,3.7029643161462907e-22,3.8001261077038815e-22,3.9006478991800356e-22,4.0036280556782755e-22,4.108139961658857e-22,4.213240195633279e-22,4.317976963197277e-22,4.421398715778731e-22,4.522562877407402e-22,4.620544596255154e-22,4.714445434240002e-22,4.803401904362566e-22,4.886593764299187e-22,4.963251973705576e-22,5.032666224368272e-22,5.094191954221741e-22,5.147256761012045e-22,5.191366136322339e-22,5.226108448453567e-22,5.2511591104186085e-22,5.266283879709303e-22,5.271341246552533e-22,5.266283879709303e-22,5.2511591104186085e-22,5.226108448453567e-22,5.19136613632234e-22,5.147256761012045e-22,5.094191954221741e-22,5.032666224368272e-22,4.963251973705576e-22,4.886593764299187e-22,4.803401904362566e-22,4.714445434240002e-22,4.620544596255154e-22,4.522562877407403e-22,4.421398715778731e-22,4.317976963197277e-22,4.213240195633279e-22,4.108139961658857e-22,4.0036280556782755e-22,3.9006478991800356e-22,3.800126107703882e-22,3.7029643161462907e-22,3.610031328285062e-22,3.5221556504924587e-22,3.4401184624466245e-22,3.364647071637329e-22,3.2964088915670498e-22,3.236005978039757e-22,3.1839701518070307e-22,3.1407587312394966e-22,3.1067508936174706e-22,3.082244680097006e-22,3.067454655406939e-22,3.0625102307700505e-22
45,4.836101513604845e-22,4.843945188644107e-22,4.867407645653252e-22,4.906283712356289e-22,4.960233206486849e-22,5.0287835875289385e-22,5.111333657111405e-22,5.207158295786515e-22,5.315414218451787e-22,5.435146725931006e-22,5.56529742313644e-22,5.704712867778597e-22,5.85215410471259e-22,6.006307032887042e-22,6.165793541438551e-22,6.3291833421338365e-22,6.495006414029071e-22,6.6617659664789225e-22,6.827951815356451e-22,6.992054058313161e-22,7.1525769248854775e-22,7.308052670166944e-22,7.45705537323598e-22,7.598214497594762e-22,7.73022806696631e-22,7.851875310015839e-22,7.962028628115642e-22,8.059664745282764e-22,8.143874904851078e-22,8.213873987402886e-22,8.269008434706552e-22,8.308762878959092e-22,8.332765391027337e-22,8.340791279648181e-22,8.332765391027337e-22,8.308762878959092e-22,8.269008434706552e-22,8.213873987402886e-22,8.143874904851078e-22,8.059664745282764e-22,7.9620286281156425e-22,7.851875310015839e-22,7.73022806696631e-22,7.598214497594762e-22,7.45705537323598e-22,7.308052670166944e-22,7.1525769248854775e-22,6.992054058313162e-22,6.827951815356452e-22,6.6617659664789225e-22,6.495006414029071e-22,6.3291833421338365e-22,6.165793541438551e-22,6.006307032887042e-22,5.852154104712591e-22,5.704712867778597e-22,5.56529742313644e-22,5.435146725931007e-22,5.315414218451788e-22,5.207158295786515e-22,5.111333657111406e-22,5.028783587528939e-22,4.960233206486849e-22,4.90628371235629e-22,4.867407645653252e-22,4.843945188644108e-22,4.836101513604845e-22
46,7.623338913726568e-22,7.635761803476728e-22,7.6729219422427625e-22,7.734494577879168e-22,7.819941252626732e-22,7.928513987879679e-22,8.059261125259176e-22,8.211034804165119e-22,8.382500049787129e-22,8.572145435848823e-22,8.778295277577218e-22,8.999123297831342e-22,9.23266769769927e-22,9.476847547510615e-22,9.729480400133304e-22,9.988301010959351e-22,1.0250981033482168e-21,1.051514954110891e-21,1.0778414210492984e-21,1.1038382984381011e-21,1.1292686018668858e-21,1.1538997704031456e-21,1.1775058543257355e-21,1.199869665599824e-21,1.2207848679291656e-21,1.240057982932433e-21,1.2575102893786152e-21,1.272979592884598e-21,1.2863218446566757e-21,1.2974125891112333e-21,1.3061482221637728e-21,1.3124470439579955e-21,1.3162500924359759e-21,1.317521746723871e-21,1.3162500924359759e-21,1.3124470439579955e-21,1.3061482221637728e-21,1.2974125891112333e-21,1.2863218446566757e-21,1.272979592884598e-21,1.257510289378615e-21,1.240057982932433e-21,1.2207848679291656e-21,1.199869665599824e-21,1.1775058543257355e-21,1.1538997704031456e-21,1.129268601866886e-21,1.1038382984381011e-21,1.0778414210492984e-21,1.051514954110891e-21,1.0250981033482168e-21,9.988301010959351e-22,9.729480400133304e-22,9.476847547510615e-22,9.23266769769927e-22,8.999123297831342e-22,8.778295277577218e-22,8.572145435848823e-22,8.382500049787129e-22,8.21103480416512e-22,8.059261125259176e-22,7.92851398787968e-22,7.819941252626733e-22,7.734494577879169e-22,7.672921942242763e-22,7.635761803476729e-22,7.623338913726569e-22
47,1.1995825927385186e-21,1.201546993699075e-21,1.2074230462441738e-21,1.2171594316147964e-21,1.2306710589310877e-21,1.2478397245070127e-21,1.2685150321335116e-21,1.2925155714950105e-21,1.319630350580775e-21,1.349620476795747e-21,1.3822210797429571e-21,1.4171434670377264e-21,1.454077502307353e-21,1.4926941924715059e-21,1.5326484687769308e-21,1.5735821436688165e-21,1.615127022707052e-21,1.6569081482224714e-21,1.698547148531677e-21,1.7396656641781595e-21,1.7798888200955085e-21,1.8188487107208284e-21,1.8561878631419805e-21,1.8915626422914133e-21,1.9246465611753914e-21,1.955133459114125e-21,1.9827405110844603e-21,2.007211032468441e-21,2.028317044877718e-21,2.0458615712051545e-21,2.05968063065142e-21,2.06964490813388e-21,2.0756610761545796e-21,2.077672751818275e-21,2.0756610761545796e-21,2.06964490813388e-21,2.05968063065142e-21,2.0458615712051545e-21,2.028317044877718e-21,2.007211032468441e-21,1.9827405110844603e-21,1.9551334591141245e-21,1.9246465611753914e-21,1.8915626422914133e-21,1.8561878631419805e-21,1.8188487107208284e-21,1.779888820095509e-21,1.73966566417816e-21,1.698547148531677e-21,1.6569081482224714e-21,1.615127022707052e-21,1.5735821436688165e-21,1.532648468776931e-21,1.492694192471506e-21,1.4540775023073534e-21,1.4171434670377264e-21,1.3822210797429573e-21,1.349620476795747e-21,1.3196303505807752e-21,1.2925155714950105e-21,1.2685150321335118e-21,1.2478397245070127e-21,1.2306710589310879e-21,1.2171594316147966e-21,1.207423046244174e-21,1.2015469936990753e-21,1.1995825927385187e-21
48,1.8843146062182756e-21,1.887415932871031e-21,1.8966928552834408e-21,1.912064408699327e-21,1.9333963443806185e-21,1.9605021663742218e-21,1.9931445790082123e-21,2.0310373405809287e-21,2.073847517231833e-21,2.121198128651542e-21,2.1726711751282333e-21,2.2278110323421564e-21,2.2861281974037134e-21,2.3471033657982808e-21,2.410191815324381e-21,2.4748280687102807e-21,2.5404308026195e-21,2.6064079661198657e-21,2.6721620677208345e-21,2.7370955856677497e-21,2.8006164527103973e-21,2.8621435628818287e-21,2.921112245369998e-21,2.9769796481227996e-21,3.0292299728628314e-21,3.0773795024070227e-21,3.120981362063966e-21,3.1596299580341308e-21,3.192965038634768e-21,3.2206753273340694e-21,3.242501681460385e-21,3.258239735484206e-21,3.2677419943830926e-21,3.2709193491481136e-21,3.2677419943830926e-21,3.258239735484206e-21,3.242501681460385e-21,3.2206753273340694e-21,3.192965038634768e-21,3.1596299580341308e-21,3.120981362063966e-21,3.0773795024070227e-21,3.029229972862831e-21,2.9769796481227996e-21,2.921112245369998e-21,2.8621435628818287e-21,2.8006164527103973e-21,2.7370955856677497e-21,2.6721620677208345e-21,2.6064079661198657e-21,2.5404308026195e-21,2.474828068710281e-21,2.410191815324381e-21,2.347103365798281e-21,2.2861281974037134e-21,2.227811032342157e-21,2.1726711751282333e-21,2.1211981286515425e-21,2.073847517231833e-21,2.0310373405809287e-21,1.9931445790082123e-21,1.960502166374222e-21,1.933396344380619e-21,1.9120644086993272e-21,1.8966928552834408e-21,1.887415932871031e-21,1.884314606218276e-21
49,2.9547334439784875e-21,2.9596219966611023e-21,2.9742450355605818e-21,2.9984750296117017e-21,3.032100513968203e-21,3.0748277176015413e-21,3.1262828357844e-21,3.1860149410570158e-21,3.2534995232095774e-21,3.3281426460248736e-21,3.409285704330088e-21,3.496210760913648e-21,3.588146437413353e-21,3.684274328098323e-21,3.783735898907751e-21,3.8856398280215574e-21,3.989069736982233e-21,4.093092254933933e-21,4.196765351234172e-21,4.299146865604855e-21,4.399303158414052e-21,4.496317798783289e-21,4.589300203208752e-21,4.677394134491073e-21,4.759785968090095e-21,4.835712632806836e-21,4.904469132915945e-21,4.965415561775082e-21,5.0179835203490234e-21,5.0616818602293195e-21,5.096101677285493e-21,5.120920491238288e-21,5.135905555747308e-21,5.140916255202925e-21,5.135905555747308e-21,5.120920491238288e-21,5.096101677285493e-21,5.0616818602293195e-21,5.0179835203490234e-21,4.965415561775082e-21,4.904469132915945e-21,4.835712632806836e-21,4.759785968090095e-21,4.677394134491073e-21,4.589300203208752e-21,4.496317798783289e-21,4.399303158414053e-21,4.299146865604855e-21,4.196765351234173e-21,4.093092254933933e-21,3.989069736982233e-21,3.8856398280215574e-21,3.783735898907751e-21,3.684274328098323e-21,3.5881464374133535e-21,3.496210760913648e-21,3.409285704330089e-21,3.3281426460248736e-21,3.253499523209578e-21,3.186014941057016e-21,3.1262828357844005e-21,3.0748277176015413e-21,3.0321005139682035e-21,2.9984750296117017e-21,2.9742450355605818e-21,2.9596219966611027e-21,2.9547334439784875e-21
50,4.6251754885987256e-21,4.632869169924667e-21,4.655883190647989e-21,4.694016992202178e-21,4.746938013415555e-21,4.814184240766515e-21,4.895167770013895e-21,4.9891793690752984e-21,5.095394028568657e-21,5.212877480892407e-21,5.340593663456309e-21,5.477413094149021e-21,5.622122119862918e-21,5.773432989390275e-21,5.929994692970796e-21,6.090404499729934e-21,6.253220114109804e-21,6.4169723606741096e-21,6.5801782964571714e-21,6.7413546387915594e-21,6.899031387532479e-21,7.051765511170913e-21,7.198154559844295e-21,7.33685006193929e-21,7.466570558249412e-21,7.586114125539287e-21,7.694370243303307e-21,7.790330860310206e-21,7.873100524595188e-21,7.941905448488455e-21,7.996101392397243e-21,8.035180263757159e-21,8.058775344115624e-21,8.066665073884361e-21,8.058775344115624e-21,8.035180263757159e-21,7.996101392397243e-21,7.941905448488455e-21,7.873100524595187e-21,7.790330860310206e-21,7.694370243303307e-21,7.586114125539287e-21,7.46657055824941e-21,7.33685006193929e-21,7.198154559844295e-21,7.051765511170913e-21,6.899031387532477e-21,6.7413546387915594e-21,6.5801782964571714e-21,6.4169723606741096e-21,6.253220114109804e-21,6.090404499729934e-21,5.929994692970797e-21,5.773432989390276e-21,5.622122119862919e-21,5.477413094149022e-21,5.34059366345631e-21,5.2128774808924076e-21,5.0953940285686575e-21,4.989179369075299e-21,4.895167770013896e-21,4.814184240766516e-21,4.746938013415555e-21,4.694016992202179e-21,4.655883190647989e-21,4.632869169924667e-21,4.6251754885987256e-21
51,7.227474999069003e-21,7.239564685560355e-21,7.275728510930594e-21,7.335651572564815e-21,7.418811696258387e-21,7.524483425487542e-21,7.651743593091351e-21,7.799478461319414e-21,7.966392409096847e-21,8.151018138716569e-21,8.35172836410018e-21,8.566748932955562e-21,8.794173321783792e-21,9.031978429714628e-21,9.278041580819403e-21,9.53015862913366e-21,9.78606304238393e-21,1.0043445823923808e-20,1.0299976113876457e-20,1.0553322294786226e-20,1.0801173410330138e-20,1.1041260692864532e-20,1.1271378982730211e-20,1.1489407814471587e-20,1.169333193813176e-20,1.1881261042775084e-20,1.205144844973415e-20,1.2202308549965796e-20,1.2332432768349321e-20,1.2440603852879682e-20,1.2525808303159374e-20,1.258724677537806e-20,1.2624342324421305e-20,1.2636746372761202e-20,1.2624342324421305e-20,1.258724677537806e-20,1.2525808303159374e-20,1.2440603852879682e-20,1.2332432768349321e-20,1.2202308549965796e-20,1.205144844973415e-20,1.1881261042775084e-20,1.169333193813176e-20,1.1489407814471585e-20,1.1271378982730211e-20,1.1041260692864531e-20,1.0801173410330138e-20,1.0553322294786226e-20,1.0299976113876457e-20,1.0043445823923808e-20,9.78606304238393e-21,9.53015862913366e-21,9.278041580819405e-21,9.031978429714629e-21,8.794173321783792e-21,8.566748932955562e-21,8.351728364100181e-21,8.151018138716569e-21,7.966392409096849e-21,7.799478461319414e-21,7.651743593091351e-21,7.524483425487544e-21,7.418811696258389e-21,7.335651572564815e-21,7.275728510930596e-21,7.239564685560355e-21,7.227474999069003e-21
52,1.1274492417799196e-20,1.1293460736130469e-20,1.135020072234074e-20,1.1444218718133142e-20,1.1574696118087658e-20,1.1740495598040583e-20,1.194016981640464e-20,1.2171972566516908e-20,1.2433872350140587e-20,1.2723568329235298e-20,1.3038508600412195e-20,1.3375910718268104e-20,1.3732784375814657e-20,1.4105956126765738e-20,1.4492096011753776e-20,1.488774592297799e-20,1.528934951605865e-20,1.5693283448358336e-20,1.6095889696888824e-20,1.6493508680437868e-20,1.6882512887239685e-20,1.725934068545269e-20,1.762052997666389e-20,1.796275133635162e-20,1.8282840277598355e-20,1.8577828268645876e-20,1.8844972139021973e-20,1.908178151570567e-20,1.92860439479362e-20,1.9455847399010723e-20,1.958959981339283e-20,1.9686045499324262e-20,1.9744278108342446e-20,1.97637500348409e-20,1.9744278108342446e-20,1.9686045499324262e-20,1.958959981339283e-20,1.9455847399010726e-20,1.92860439479362e-20,1.908178151570567e-20,1.8844972139021973e-20,1.8577828268645876e-20,1.8282840277598355e-20,1.796275133635162e-20,1.762052997666389e-20,1.725934068545269e-20,1.6882512887239685e-20,1.6493508680437868e-20,1.6095889696888824e-20,1.5693283448358336e-20,1.5289349516058652e-20,1.488774592297799e-20,1.449209601175378e-20,1.410595612676574e-20,1.373278437581466e-20,1.3375910718268104e-20,1.3038508600412195e-20,1.27235683292353e-20,1.2433872350140588e-20,1.2171972566516908e-20,1.1940169816404641e-20,1.1740495598040583e-20,1.1574696118087658e-20,1.1444218718133144e-20,1.135020072234074e-20,1.1293460736130469e-20,1.1274492417799196e-20
53,1.7557514858757957e-20,1.75872302682076e-20,1.76761182899907e-20,1.7823406249745483e-20,1.8027812836831493e-20,1.8287557812213627e-20,1.8600375572028176e-20,1.896353253716693e-20,1.9373848323024992e-20,1.9827720627955483e-20,2.0321153755032248e-20,2.084979065779793e-20,2.1408948368050028e-20,2.1993656631442588e-20,2.2598699536222836e-20,2.321865988158103e-20,2.384796598643938e-20,2.4480940597569064e-20,2.5111851509241378e-20,2.573496346634495e-20,2.634459088036169e-20,2.6935150854416376e-20,2.7501215980711663e-20,2.80375663529389e-20,2.853924021802266e-20,2.9001582687800196e-20,2.942029193150011e-20,2.979146228605421e-20,3.0111623742035867e-20,3.0377777300019367e-20,3.0587425733201856e-20,3.07385993485672e-20,3.082987639769517e-20,3.086039786056318e-20,3.082987639769517e-20,3.07385993485672e-20,3.0587425733201856e-20,3.0377777300019367e-20,3.0111623742035867e-20,2.979146228605421e-20,2.942029193150011e-20,2.9001582687800196e-20,2.853924021802266e-20,2.80375663529389e-20,2.7501215980711663e-20,2.6935150854416376e-20,2.634459088036169e-20,2.573496346634495e-20,2.5111851509241378e-20,2.4480940597569064e-20,2.384796598643938e-20,2.3218659881581033e-20,2.2598699536222836e-20,2.199365663144259e-20,2.1408948368050028e-20,2.0849790657797932e-20,2.0321153755032248e-20,1.9827720627955486e-20,1.9373848323024995e-20,1.896353253716693e-20,1.8600375572028176e-20,1.8287557812213627e-20,1.8027812836831496e-20,1.7823406249745483e-20,1.76761182899907e-20,1.7587230268207603e-20,1.7557514858757957e-20
54,2.729533615931712e-20,2.7341817646356434e-20,2.7480858594695955e-20,2.7711251491091334e-20,2.803099389388912e-20,2.843730353541686e-20,2.8926639428624094e-20,2.9494728932524325e-20,3.013660071304349e-20,3.08466235057094e-20,3.161855055629458e-20,3.2445569571734286e-20,3.332035796945488e-20,3.4235143155696883e-20,3.518176750672063e-20,3.615175765824615e-20,3.713639764348826e-20,3.812680534611142e-20,3.911401166779689e-20,4.008904173814436e-20,4.104299743462759e-20,4.1967140419088616e-20,4.2852974852665275e-20,4.3692328909124426e-20,4.4477434185449574e-20,4.5201002093163396e-20,4.5856296322329366e-20,4.6437200486153113e-20,4.693828009536012e-20,4.7354838060368017e-20,4.768296299299067e-20,4.7919569658974473e-20,4.806243103483495e-20,4.8110201527037645e-20,4.806243103483495e-20,4.791956965897448e-20,4.768296299299067e-20,4.735483806036802e-20,4.693828009536012e-20,4.6437200486153113e-20,4.5856296322329366e-20,4.5201002093163396e-20,4.4477434185449574e-20,4.3692328909124426e-20,4.2852974852665275e-20,4.1967140419088616e-20,4.104299743462759e-20,4.008904173814436e-20,3.911401166779689e-20,3.812680534611142e-20,3.713639764348827e-20,3.615175765824615e-20,3.5181767506720633e-20,3.4235143155696883e-20,3.3320357969454884e-20,3.2445569571734286e-20,3.161855055629458e-20,3.08466235057094e-20,3.0136600713043495e-20,2.949472893252433e-20,2.89266394286241e-20,2.843730353541686e-20,2.8030993893889125e-20,2.7711251491091334e-20,2.748085859469596e-20,2.7341817646356434e-20,2.729533615931713e-20
55,4.236205361082755e-20,4.2434652534738334e-20,4.26518196873974e-20,4.3011670909611205e-20,4.351108158741037e-20,4.414571010661771e-20,4.4910030636172e-20,4.579737518088052e-20,4.679998480808045e-20,4.7909069916583924e-20,4.911487935990505e-20,5.04067781779167e-20,5.177333361199754e-20,5.320240899890308e-20,5.468126503882523e-20,5.619666783572349e-20,5.773500299418136e-20,5.928239495085722e-20,6.082483060125367e-20,6.234828617962039e-20,6.383885624211017e-20,6.528288351752129e-20,6.666708830593659e-20,6.797869605061338e-20,6.920556166102487e-20,7.033628915240691e-20,7.136034516612903e-20,7.226816497273648e-20,7.305124961011616e-20,7.370225289928385e-20,7.421505718213673e-20,7.458483676466151e-20,7.480810819590534e-20,7.488276669214682e-20,7.480810819590534e-20,7.458483676466151e-20,7.421505718213674e-20,7.370225289928385e-20,7.305124961011617e-20,7.226816497273648e-20,7.136034516612903e-20,7.033628915240691e-20,6.920556166102487e-20,6.797869605061338e-20,6.666708830593659e-20,6.528288351752129e-20,6.383885624211017e-20,6.234828617962039e-20,6.082483060125367e-20,5.928239495085722e-20,5.773500299418136e-20,5.61966678357235e-20,5.468126503882523e-20,5.320240899890308e-20,5.177333361199754e-20,5.04067781779167e-20,4.9114879359905055e-20,4.790906991658393e-20,4.6799984808080457e-20,4.579737518088053e-20,4.491003063617201e-20,4.4145710106617713e-20,4.3511081587410375e-20,4.3011670909611205e-20,4.26518196873974e-20,4.2434652534738334e-20,4.236205361082755e-20
56,6.563456420179437e-20,6.574778829604813e-20,6.608647965899681e-20,6.664770281039972e-20,6.742658954242037e-20,6.841637527581994e-20,6.96084498918936e-20,7.099242295159744e-20,7.255620317391553e-20,7.428609197654382e-20,7.616689081035307e-20,7.81820219146573e-20,8.031366201243495e-20,8.25428883241574e-20,8.484983613795252e-20,8.721386700414335e-20,8.96137464587716e-20,9.202782999564633e-20,9.443425583733485e-20,9.681114287423661e-20,9.913679198706734e-20,1.0138988881265581e-19,1.0354970589683598e-19,1.0559630207054355e-19,1.0751071682740104e-19,1.092751574397157e-19,1.1087317656603018e-19,1.122898381406933e-19,1.1351186943453655e-19,1.1452779729583513e-19,1.1532806676114123e-19,1.159051404231949e-19,1.1625357719532578e-19,1.1637008937258043e-19,1.1625357719532578e-19,1.159051404231949e-19,1.1532806676114123e-19,1.1452779729583515e-19,1.1351186943453655e-19,1.122898381406933e-19,1.1087317656603018e-19,1.092751574397157e-19,1.0751071682740104e-19,1.0559630207054355e-19,1.0354970589683598e-19,1.0138988881265581e-19,9.913679198706734e-20,9.681114287423661e-20,9.443425583733484e-20,9.202782999564633e-20,8.96137464587716e-20,8.721386700414336e-20,8.484983613795252e-20,8.25428883241574e-20,8.031366201243495e-20,7.81820219146573e-20,7.616689081035307e-20,7.428609197654383e-20,7.255620317391555e-20,7.099242295159745e-20,6.96084498918936e-20,6.841637527581996e-20,6.742658954242038e-20,6.664770281039972e-20,6.608647965899681e-20,6.574778829604813e-20,6.563456420179437e-20
57,1.0152178023784504e-19,1.0169810480284555e-19,1.0222555258285846e-19,1.0309955709614756e-19,1.0431254506863804e-19,1.0585399269143251e-19,1.0771050429012146e-19,1.0986591329718632e-19,1.1230140533978556e-19,1.1499566317308904e-19,1.17925033057956e-19,1.2106371204302241e-19,1.243839554207108e-19,1.27856303430352e-19,1.3144982603667265e-19,1.3513238436887904e-19,1.3887090712278904e-19,1.4263167996072414e-19,1.4638064564985504e-19,1.5008371241778829e-19,1.5370706773230103e-19,1.5721749449122806e-19,1.6058268639444475e-19,1.6377155912493203e-19,1.6675455384260496e-19,1.695039294552192e-19,1.7199404012340842e-19,1.7420159454291135e-19,1.7610589366942215e-19,1.7768904376943383e-19,1.789361419317874e-19,1.7983543151619516e-19,1.8037842537972824e-19,1.8055999516462133e-19,1.8037842537972824e-19,1.7983543151619516e-19,1.789361419317874e-19,1.7768904376943383e-19,1.7610589366942215e-19,1.7420159454291135e-19,1.7199404012340842e-19,1.695039294552192e-19,1.6675455384260496e-19,1.6377155912493203e-19,1.6058268639444475e-19,1.5721749449122806e-19,1.5370706773230103e-19,1.5008371241778829e-19,1.4638064564985504e-19,1.4263167996072414e-19,1.3887090712278907e-19,1.3513238436887904e-19,1.3144982603667268e-19,1.27856303430352e-19,1.243839554207108e-19,1.2106371204302241e-19,1.17925033057956e-19,1.1499566317308906e-19,1.1230140533978558e-19,1.0986591329718632e-19,1.0771050429012148e-19,1.0585399269143252e-19,1.0431254506863804e-19,1.0309955709614757e-19,1.0222555258285846e-19,1.0169810480284556e-19,1.0152178023784504e-19
58,1.567692672157898e-19,1.570434619014887e-19,1.5786367582380543e-19,1.592228159659453e-19,1.6110911858855257e-19,1.635062361150967e-19,1.6639335867063304e-19,1.6974537011877434e-19,1.7353303835808597e-19,1.7772323948400206e-19,1.8227921525519972e-19,1.8716086305624447e-19,1.9232505728667739e-19,1.9772600076546185e-19,2.0331560439113973e-19,2.0904389287954545e-19,2.148594339916975e-19,2.2070978820338657e-19,2.265419753404064e-19,2.3230295424810295e-19,2.3794011117114903e-19,2.434017521259495e-19,2.486375942469831e-19,2.5359925081239035e-19,2.5824070449722623e-19,2.6251876329175047e-19,2.6639349354982876e-19,2.6982862471829523e-19,2.7279192053217696e-19,2.752555117541785e-19,2.7719618597626166e-19,2.7859563048964136e-19,2.7944062484958033e-19,2.79723180409041e-19,2.7944062484958033e-19,2.7859563048964136e-19,2.7719618597626166e-19,2.752555117541785e-19,2.7279192053217696e-19,2.6982862471829523e-19,2.6639349354982876e-19,2.6251876329175047e-19,2.5824070449722623e-19,2.5359925081239035e-19,2.486375942469831e-19,2.434017521259495e-19,2.3794011117114903e-19,2.3230295424810295e-19,2.2654197534040634e-19,2.207097882033866e-19,2.148594339916975e-19,2.0904389287954548e-19,2.033156043911397e-19,1.9772600076546185e-19,1.9232505728667736e-19,1.8716086305624447e-19,1.8227921525519974e-19,1.7772323948400209e-19,1.73533038358086e-19,1.6974537011877434e-19,1.6639335867063304e-19,1.635062361150967e-19,1.611091185885526e-19,1.592228159659453e-19,1.5786367582380543e-19,1.570434619014887e-19,1.5676926721578983e-19
